platform,processor,num_threads,0,1,2
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,153,0.03416592499999638,0.034604549407958984
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,154,0.03295359299998779,0.033333778381347656
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,155,0.03358625399999937,0.03407621383666992
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,156,0.03297251399999368,0.03335928916931152
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,157,0.03334722099999965,0.033780574798583984
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,158,0.034409103999990975,0.03495073318481445
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,159,0.03324983999999631,0.033263206481933594
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,160,0.032860190999997485,0.0333094596862793
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,161,0.032547845999999936,0.03287792205810547
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,162,0.032800573999992366,0.03322434425354004
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,163,0.03253354000000286,0.03278970718383789
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,164,0.032573994999992806,0.03295183181762695
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,165,0.03305507100000682,0.03345131874084473
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,166,0.03338066300000264,0.033737897872924805
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,167,0.032791587000005507,0.033219337463378906
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,168,0.03291742199999703,0.03334641456604004
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,169,0.03273039100000119,0.033136606216430664
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,170,0.03293552699999225,0.033382415771484375
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,171,0.03261455000000524,0.032981157302856445
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,172,0.03315128600000605,0.03320717811584473
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,173,0.032934956999994824,0.03331279754638672
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,174,0.031485180999993645,0.031831979751586914
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,175,0.03164594199999726,0.032036781311035156
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,176,0.03212393399999769,0.03238868713378906
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,177,0.033328602999986856,0.03361773490905762
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,178,0.0332625150000041,0.0337672233581543
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,179,0.03326539399999717,0.03371071815490723
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,180,0.03307635299999845,0.033513784408569336
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,181,0.03264400400000511,0.03310513496398926
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,182,0.03288831999999786,0.03326725959777832
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,183,0.03268726199999605,0.033022403717041016
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,184,0.03223617000000445,0.03246426582336426
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,185,0.03171266200000389,0.03193831443786621
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,186,0.0320440680000047,0.03226470947265625
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,187,0.03193269100000862,0.032088518142700195
